component_id,filename,split,x,y,bbox_width,bbox_height,bbox_area,pixel_area,aspect_ratio
train_Pewabic_01.png_comp_001,Pewabic_01.png,train,264,223,43,44,1892,538,0.977
train_Pewabic_01.png_comp_002,Pewabic_01.png,train,582,726,169,160,27040,11003,1.056
train_Pewabic_01.png_comp_003,Pewabic_01.png,train,999,852,70,79,5530,2587,0.886
train_Pewabic_01.png_comp_004,Pewabic_01.png,train,1205,1070,70,22,1540,510,3.182
train_Pewabic_01.png_comp_005,Pewabic_01.png,train,177,1380,36,23,828,438,1.565
train_Pewabic_01.png_comp_006,Pewabic_01.png,train,1651,1439,29,25,725,211,1.16
train_Pewabic_01.png_comp_007,Pewabic_01.png,train,91,1453,37,16,592,292,2.312
train_Pewabic_02.png_comp_001,Pewabic_02.png,train,368,365,31,19,589,212,1.632
train_Pewabic_02.png_comp_002,Pewabic_02.png,train,1231,816,401,203,81403,22900,1.975
train_Pewabic_02.png_comp_003,Pewabic_02.png,train,1310,956,8,23,184,116,0.348
train_Pewabic_02.png_comp_004,Pewabic_02.png,train,1388,1024,17,17,289,87,1.0
train_Pewabic_02.png_comp_005,Pewabic_02.png,train,1357,1035,17,29,493,167,0.586
train_Pewabic_02.png_comp_006,Pewabic_02.png,train,1499,1242,15,10,150,95,1.5
train_Pewabic_02.png_comp_007,Pewabic_02.png,train,1566,1261,15,15,225,160,1.0
train_Pewabic_03.png_comp_001,Pewabic_03.png,train,135,637,27,14,378,280,1.929
train_Pewabic_03.png_comp_002,Pewabic_03.png,train,432,791,9,10,90,66,0.9
train_Pewabic_03.png_comp_003,Pewabic_03.png,train,356,801,20,17,340,218,1.176
train_Pewabic_03.png_comp_004,Pewabic_03.png,train,983,966,159,52,8268,5130,3.058
train_Pewabic_03.png_comp_005,Pewabic_03.png,train,568,971,184,66,12144,7347,2.788
train_Pewabic_03.png_comp_006,Pewabic_03.png,train,1180,1013,35,31,1085,277,1.129
train_Pewabic_03.png_comp_007,Pewabic_03.png,train,1080,1076,15,10,150,92,1.5
train_Pewabic_03.png_comp_008,Pewabic_03.png,train,1157,1080,10,23,230,139,0.435
train_Pewabic_04.png_comp_001,Pewabic_04.png,train,1150,768,437,76,33212,17857,5.75
train_Pewabic_04.png_comp_002,Pewabic_04.png,train,1296,873,23,15,345,104,1.533
train_Pewabic_04.png_comp_003,Pewabic_04.png,train,1447,897,43,17,731,293,2.529
train_Pewabic_04.png_comp_004,Pewabic_04.png,train,1445,922,46,23,1058,475,2.0
train_Pewabic_05.png_comp_001,Pewabic_05.png,train,1130,937,277,268,74236,23016,1.034
train_WP_Rend_02.png_comp_001,WP_Rend_02.png,train,151,835,154,52,8008,2584,2.962
train_WP_Rend_02.png_comp_002,WP_Rend_02.png,train,1,872,622,191,118802,62029,3.257
train_WP_Rend_02.png_comp_003,WP_Rend_02.png,train,684,918,38,28,1064,252,1.357
train_WP_Rend_02.png_comp_004,WP_Rend_02.png,train,615,954,28,45,1260,375,0.622
train_WP_Rend_02.png_comp_005,WP_Rend_02.png,train,576,956,41,57,2337,705,0.719
train_WP_Rend_02.png_comp_006,WP_Rend_02.png,train,543,999,12,33,396,346,0.364
train_WP_Rend_02.png_comp_007,WP_Rend_02.png,train,618,1008,6,19,114,83,0.316
train_WP_Rend_02.png_comp_008,WP_Rend_02.png,train,529,1017,46,74,3404,1082,0.622
train_WP_Rend_02.png_comp_009,WP_Rend_02.png,train,720,1052,20,26,520,222,0.769
train_WP_Rend_02.png_comp_010,WP_Rend_02.png,train,622,1066,55,46,2530,491,1.196
train_WP_Rend_02.png_comp_011,WP_Rend_02.png,train,163,1106,49,54,2646,774,0.907
train_WP_Rend_02.png_comp_012,WP_Rend_02.png,train,231,1122,38,32,1216,566,1.188
train_WP_Rend_02.png_comp_013,WP_Rend_02.png,train,675,1124,44,57,2508,999,0.772
train_WP_Rend_02.png_comp_014,WP_Rend_02.png,train,221,1145,157,117,18369,3205,1.342
train_WP_Rend_02.png_comp_015,WP_Rend_02.png,train,659,1178,11,42,462,385,0.262
train_WP_Rend_02.png_comp_016,WP_Rend_02.png,train,711,1188,15,62,930,361,0.242
train_WP_Rend_02.png_comp_017,WP_Rend_02.png,train,0,1496,82,55,4510,1754,1.491
train_WP_Rend_04.png_comp_001,WP_Rend_04.png,train,1077,814,116,41,4756,2742,2.829
train_WP_Rend_04.png_comp_002,WP_Rend_04.png,train,897,835,552,196,108192,66580,2.816
train_WP_Rend_04.png_comp_003,WP_Rend_04.png,train,237,899,599,254,152146,78553,2.358
train_WP_Rend_04.png_comp_004,WP_Rend_04.png,train,1436,963,40,98,3920,2673,0.408
train_WP_Rend_04.png_comp_005,WP_Rend_04.png,train,711,1067,40,44,1760,467,0.909
train_WP_Rend_04.png_comp_006,WP_Rend_04.png,train,1073,1075,38,28,1064,210,1.357
train_WP_Rend_04.png_comp_007,WP_Rend_04.png,train,1147,1088,28,26,728,227,1.077
train_WP_Rend_04.png_comp_008,WP_Rend_04.png,train,1128,1105,64,80,5120,1019,0.8
train_WP_Rend_04.png_comp_009,WP_Rend_04.png,train,1575,1110,18,82,1476,565,0.22
train_WP_Rend_04.png_comp_010,WP_Rend_04.png,train,1194,1120,88,100,8800,707,0.88
train_WP_Rend_04.png_comp_011,WP_Rend_04.png,train,1189,1128,12,66,792,289,0.182
train_WP_Rend_04.png_comp_012,WP_Rend_04.png,train,589,1142,28,43,1204,265,0.651
train_WP_Rend_04.png_comp_013,WP_Rend_04.png,train,1207,1142,8,33,264,129,0.242
train_WP_Rend_04.png_comp_014,WP_Rend_04.png,train,527,1180,53,33,1749,261,1.606
train_WP_Rend_04.png_comp_015,WP_Rend_04.png,train,642,1191,15,33,495,159,0.455
train_WP_Rend_04.png_comp_016,WP_Rend_04.png,train,965,1232,33,23,759,277,1.435
train_WP_Rend_04.png_comp_017,WP_Rend_04.png,train,1356,1248,41,64,2624,689,0.641
train_WP_Rend_04.png_comp_018,WP_Rend_04.png,train,1032,1250,27,24,648,174,1.125
train_WP_Rend_04.png_comp_019,WP_Rend_04.png,train,478,1254,12,25,300,166,0.48
train_WP_Rend_04.png_comp_020,WP_Rend_04.png,train,993,1258,20,41,820,210,0.488
train_WP_Rend_04.png_comp_021,WP_Rend_04.png,train,711,1263,52,75,3900,419,0.693
train_WP_Rend_04.png_comp_022,WP_Rend_04.png,train,1030,1306,56,47,2632,384,1.191
train_WP_Rend_04.png_comp_023,WP_Rend_04.png,train,511,1411,29,31,899,179,0.935
train_WP_Rend_05.png_comp_001,WP_Rend_05.png,train,506,479,73,21,1533,453,3.476
train_WP_Rend_05.png_comp_002,WP_Rend_05.png,train,761,513,24,33,792,252,0.727
train_WP_Rend_05.png_comp_003,WP_Rend_05.png,train,511,591,55,82,4510,798,0.671
train_WP_Rend_05.png_comp_004,WP_Rend_05.png,train,772,676,12,26,312,246,0.462
train_WP_Rend_05.png_comp_005,WP_Rend_05.png,train,426,696,36,30,1080,340,1.2
train_WP_Rend_05.png_comp_006,WP_Rend_05.png,train,620,723,45,30,1350,390,1.5
train_WP_Rend_05.png_comp_007,WP_Rend_05.png,train,88,735,24,38,912,713,0.632
train_WP_Rend_05.png_comp_008,WP_Rend_05.png,train,694,741,65,41,2665,829,1.585
train_WP_Rend_05.png_comp_009,WP_Rend_05.png,train,587,744,19,20,380,180,0.95
train_WP_Rend_05.png_comp_010,WP_Rend_05.png,train,653,763,28,56,1568,699,0.5
train_WP_Rend_05.png_comp_011,WP_Rend_05.png,train,125,774,16,33,528,246,0.485
train_WP_Rend_05.png_comp_012,WP_Rend_05.png,train,471,775,70,24,1680,471,2.917
train_WP_Rend_05.png_comp_013,WP_Rend_05.png,train,5,826,815,159,129585,84450,5.126
train_WP_Rend_05.png_comp_014,WP_Rend_05.png,train,907,829,187,148,27676,15647,1.264
train_WP_Rend_06.png_comp_001,WP_Rend_06.png,train,529,204,169,125,21125,13053,1.352
train_WP_Rend_06.png_comp_002,WP_Rend_06.png,train,1065,874,663,253,167739,95688,2.621
train_WP_Rend_06.png_comp_003,WP_Rend_06.png,train,1474,1107,40,31,1240,514,1.29
train_WP_Rend_06.png_comp_004,WP_Rend_06.png,train,1292,1119,34,53,1802,664,0.642
train_WP_Rend_06.png_comp_005,WP_Rend_06.png,train,1514,1167,29,31,899,529,0.935
train_WP_Rend_06.png_comp_006,WP_Rend_06.png,train,1348,1191,142,29,4118,1420,4.897
train_WP_Rend_06.png_comp_007,WP_Rend_06.png,train,1618,1246,27,43,1161,373,0.628
train_WP_Rend_06.png_comp_008,WP_Rend_06.png,train,1455,1265,168,35,5880,1401,4.8
train_WP_Rend_06.png_comp_009,WP_Rend_06.png,train,1396,1392,31,28,868,323,1.107
train_WP_Rend_07.png_comp_001,WP_Rend_07.png,train,1,775,208,131,27248,15898,1.588
train_WP_Rend_07.png_comp_002,WP_Rend_07.png,train,1335,1548,117,98,11466,6665,1.194
train_WP_Rend_07.png_comp_003,WP_Rend_07.png,train,384,1586,195,124,24180,13543,1.573
train_WP_Rend_09.png_comp_001,WP_Rend_09.png,train,438,2212,39,24,936,511,1.625
train_WP_Rend_09.png_comp_002,WP_Rend_09.png,train,459,2256,17,35,595,242,0.486
train_WP_Rend_09.png_comp_003,WP_Rend_09.png,train,137,2283,402,1342,539484,348717,0.3
train_WP_Rend_09.png_comp_004,WP_Rend_09.png,train,449,3198,91,85,7735,1446,1.071
train_WP_Rend_09.png_comp_005,WP_Rend_09.png,train,443,3430,19,29,551,343,0.655
train_WP_Rend_09.png_comp_006,WP_Rend_09.png,train,417,3460,14,18,252,164,0.778
train_WP_Rend_10.png_comp_001,WP_Rend_10.png,train,652,1233,56,33,1848,668,1.697
train_WP_Rend_10.png_comp_002,WP_Rend_10.png,train,477,2023,360,1450,522000,304560,0.248
train_WP_Rend_10.png_comp_003,WP_Rend_10.png,train,1092,2036,57,12,684,327,4.75
train_WP_Rend_10.png_comp_004,WP_Rend_10.png,train,1032,2110,24,66,1584,445,0.364
train_WP_Rend_10.png_comp_005,WP_Rend_10.png,train,1122,2120,48,58,2784,552,0.828
train_WP_Rend_10.png_comp_006,WP_Rend_10.png,train,543,2191,10,10,100,51,1.0
train_WP_Rend_10.png_comp_007,WP_Rend_10.png,train,593,2191,7,14,98,57,0.5
train_WP_Rend_10.png_comp_008,WP_Rend_10.png,train,613,2194,8,15,120,63,0.533
train_WP_Rend_10.png_comp_009,WP_Rend_10.png,train,1009,2208,83,40,3320,954,2.075
train_WP_Rend_10.png_comp_010,WP_Rend_10.png,train,610,2246,17,8,136,90,2.125
train_WP_Rend_10.png_comp_011,WP_Rend_10.png,train,560,2250,19,54,1026,510,0.352
train_WP_Rend_10.png_comp_012,WP_Rend_10.png,train,1165,2271,59,25,1475,359,2.36
train_WP_Rend_10.png_comp_013,WP_Rend_10.png,train,580,2280,18,29,522,241,0.621
train_WP_Rend_10.png_comp_014,WP_Rend_10.png,train,1015,2288,66,19,1254,325,3.474
train_WP_Rend_10.png_comp_015,WP_Rend_10.png,train,1114,2299,37,18,666,259,2.056
train_WP_Rend_10.png_comp_016,WP_Rend_10.png,train,581,2301,4,11,44,28,0.364
train_WP_Rend_10.png_comp_017,WP_Rend_10.png,train,546,2304,16,29,464,285,0.552
train_WP_Rend_10.png_comp_018,WP_Rend_10.png,train,1200,2315,97,51,4947,615,1.902
train_WP_Rend_10.png_comp_019,WP_Rend_10.png,train,571,2320,8,9,72,44,0.889
train_WP_Rend_10.png_comp_020,WP_Rend_10.png,train,590,2325,7,7,49,31,1.0
train_WP_Rend_10.png_comp_021,WP_Rend_10.png,train,552,2329,5,9,45,25,0.556
train_WP_Rend_10.png_comp_022,WP_Rend_10.png,train,570,2334,7,6,42,25,1.167
train_WP_Rend_10.png_comp_023,WP_Rend_10.png,train,1305,2388,31,52,1612,598,0.596
train_WP_Rend_10.png_comp_024,WP_Rend_10.png,train,1191,2395,59,45,2655,1577,1.311
train_WP_Rend_10.png_comp_025,WP_Rend_10.png,train,1091,2407,75,112,8400,2135,0.67
train_WP_Rend_10.png_comp_026,WP_Rend_10.png,train,453,2431,101,47,4747,1723,2.149
train_WP_Rend_10.png_comp_027,WP_Rend_10.png,train,502,2465,22,96,2112,694,0.229
train_WP_Rend_10.png_comp_028,WP_Rend_10.png,train,1181,2495,24,19,456,171,1.263
train_WP_Rend_10.png_comp_029,WP_Rend_10.png,train,1076,2519,12,10,120,82,1.2
train_WP_Rend_10.png_comp_030,WP_Rend_10.png,train,1115,2519,12,15,180,95,0.8
train_WP_Rend_10.png_comp_031,WP_Rend_10.png,train,1144,2518,10,16,160,122,0.625
train_WP_Rend_10.png_comp_032,WP_Rend_10.png,train,1202,2528,183,55,10065,1711,3.327
train_WP_Rend_10.png_comp_033,WP_Rend_10.png,train,1032,2536,167,78,13026,2405,2.141
train_WP_Rend_10.png_comp_034,WP_Rend_10.png,train,1190,2553,46,32,1472,346,1.438
train_WP_Rend_10.png_comp_035,WP_Rend_10.png,train,1596,2650,51,53,2703,502,0.962
train_WP_Rend_10.png_comp_036,WP_Rend_10.png,train,1410,2711,48,34,1632,265,1.412
train_WP_Rend_10.png_comp_037,WP_Rend_10.png,train,1346,2716,41,30,1230,264,1.367
train_WP_Rend_10.png_comp_038,WP_Rend_10.png,train,1372,2775,20,63,1260,522,0.317
train_WP_Rend_10.png_comp_039,WP_Rend_10.png,train,1232,2856,27,14,378,118,1.929
train_WP_Rend_10.png_comp_040,WP_Rend_10.png,train,1290,2858,42,14,588,275,3.0
train_WP_Rend_10.png_comp_041,WP_Rend_10.png,train,1064,2872,77,117,9009,1659,0.658
train_WP_Rend_10.png_comp_042,WP_Rend_10.png,train,996,2880,19,45,855,273,0.422
train_WP_Rend_10.png_comp_043,WP_Rend_10.png,train,972,2912,54,49,2646,862,1.102
train_WP_Rend_10.png_comp_044,WP_Rend_10.png,train,1214,2918,7,49,343,292,0.143
train_WP_Rend_10.png_comp_045,WP_Rend_10.png,train,1297,2927,11,36,396,263,0.306
train_WP_Rend_10.png_comp_046,WP_Rend_10.png,train,1138,3011,36,11,396,198,3.273
train_WP_Rend_10.png_comp_047,WP_Rend_10.png,train,1193,3033,29,36,1044,329,0.806
train_WP_Rend_10.png_comp_048,WP_Rend_10.png,train,1013,3039,11,41,451,278,0.268
train_WP_Rend_10.png_comp_049,WP_Rend_10.png,train,1022,3065,111,19,2109,635,5.842
train_WP_Rend_10.png_comp_050,WP_Rend_10.png,train,503,3090,19,45,855,243,0.422
train_WP_Rend_10.png_comp_051,WP_Rend_10.png,train,1179,3097,17,26,442,219,0.654
train_WP_Rend_10.png_comp_052,WP_Rend_10.png,train,1207,3141,26,58,1508,705,0.448
train_WP_Rend_10.png_comp_053,WP_Rend_10.png,train,1057,3220,115,33,3795,1150,3.485
train_WP_Rend_10.png_comp_054,WP_Rend_10.png,train,1546,3306,84,12,1008,443,7.0
train_WP_Rend_10.png_comp_055,WP_Rend_10.png,train,487,3320,87,41,3567,1071,2.122
train_WP_Rend_10.png_comp_056,WP_Rend_10.png,train,517,3333,12,13,156,88,0.923
train_WP_Rend_10.png_comp_057,WP_Rend_10.png,train,512,3363,16,8,128,82,2.0
train_WP_Rend_10.png_comp_058,WP_Rend_10.png,train,557,3459,20,37,740,195,0.541
train_WP_Rend_10.png_comp_059,WP_Rend_10.png,train,583,3508,23,17,391,188,1.353
train_WP_Rend_11.png_comp_001,WP_Rend_11.png,train,1153,2334,7,36,252,190,0.194
train_WP_Rend_11.png_comp_002,WP_Rend_11.png,train,1220,2361,508,1309,664972,303893,0.388
train_WP_Rend_11.png_comp_003,WP_Rend_11.png,train,694,2446,51,19,969,373,2.684
train_WP_Rend_11.png_comp_004,WP_Rend_11.png,train,1301,2544,48,39,1872,844,1.231
train_WP_Rend_11.png_comp_005,WP_Rend_11.png,train,1243,2583,19,19,361,154,1.0
train_WP_Rend_11.png_comp_006,WP_Rend_11.png,train,1180,2641,42,25,1050,229,1.68
train_WP_Rend_11.png_comp_007,WP_Rend_11.png,train,1227,2699,26,8,208,130,3.25
train_WP_Rend_11.png_comp_008,WP_Rend_11.png,train,1261,2800,38,38,1444,420,1.0
train_WP_Rend_11.png_comp_009,WP_Rend_11.png,train,1184,2822,12,33,396,298,0.364
train_WP_Rend_11.png_comp_010,WP_Rend_11.png,train,1061,2826,61,36,2196,661,1.694
train_WP_Rend_11.png_comp_011,WP_Rend_11.png,train,1017,2888,19,50,950,525,0.38
train_WP_Rend_11.png_comp_012,WP_Rend_11.png,train,586,2909,46,59,2714,987,0.78
train_WP_Rend_11.png_comp_013,WP_Rend_11.png,train,645,2920,37,85,3145,1232,0.435
train_WP_Rend_11.png_comp_014,WP_Rend_11.png,train,472,3017,46,74,3404,1800,0.622
train_WP_Rend_11.png_comp_015,WP_Rend_11.png,train,1173,3108,51,88,4488,1663,0.58
train_WP_Rend_11.png_comp_016,WP_Rend_11.png,train,990,3129,180,104,18720,3300,1.731
train_WP_Rend_11.png_comp_017,WP_Rend_11.png,train,1163,3130,28,27,756,490,1.037
train_WP_Rend_11.png_comp_018,WP_Rend_11.png,train,1195,3197,17,19,323,219,0.895
train_WP_Rend_11.png_comp_019,WP_Rend_11.png,train,1070,3217,109,50,5450,2972,2.18
train_WP_Rend_11.png_comp_020,WP_Rend_11.png,train,1032,3284,107,56,5992,1192,1.911
train_WP_Rend_11.png_comp_021,WP_Rend_11.png,train,1334,3303,26,57,1482,1016,0.456
train_WP_Rend_11.png_comp_022,WP_Rend_11.png,train,1112,3516,40,54,2160,480,0.741
train_WP_Rend_11.png_comp_023,WP_Rend_11.png,train,1226,3525,48,59,2832,806,0.814
train_WP_Rend_11.png_comp_024,WP_Rend_11.png,train,1012,3552,38,42,1596,646,0.905
train_WP_Rend_11.png_comp_025,WP_Rend_11.png,train,1400,4430,64,23,1472,502,2.783
